,coords,label
2918,"[ 0.86537373  0.77827638  0.00000225  0.87853867  0.62250817 -0.16587567
  0.78365934  0.47891444 -0.23449951  0.67314374  0.42080435 -0.28554046
  0.59296453  0.44904026 -0.33668745  0.53627872  0.5208624  -0.14668554
  0.36087188  0.47916299 -0.22101782  0.25307155  0.46771771 -0.27602631
  0.15649045  0.45803931 -0.31762952  0.4986681   0.62365144 -0.11832775
  0.30923462  0.58266884 -0.20112576  0.17555943  0.56120151 -0.2799404
  0.07348093  0.54039955 -0.33990079  0.49947107  0.72923994 -0.10830137
  0.32876524  0.7085889  -0.24073669  0.39159065  0.71470535 -0.33913779
  0.47637397  0.7177462  -0.38683188  0.51586246  0.82997483 -0.10744245
  0.40007189  0.82727027 -0.23493969  0.45672098  0.81341791 -0.31376317
  0.53956819  0.80778408 -0.35928255]","[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2919,"[ 0.7280786   0.77846998 -0.00000118  0.78165674  0.59780169 -0.06999558
  0.75241923  0.42063579 -0.10942136  0.60385358  0.33080778 -0.14543353
  0.48740569  0.39481664 -0.1665625   0.55586928  0.36621138 -0.02556476
  0.46554041  0.25834039 -0.09712818  0.53534234  0.33647957 -0.14439434
  0.58975917  0.4053843  -0.16333501  0.48347911  0.43062437 -0.0135706
  0.38562027  0.31757781 -0.05093664  0.49924985  0.42904162 -0.05930727
  0.52850902  0.42780831 -0.06090851  0.42287391  0.49553901 -0.0170973
  0.32640886  0.39648405 -0.04487453  0.44613749  0.48018199 -0.02627389
  0.52818906  0.55413193 -0.01038209  0.36236393  0.57341242 -0.03028102
  0.21374993  0.48201269 -0.03893714  0.13179126  0.41791525 -0.04071483
  0.05387235  0.35527834 -0.0468454 ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2920,"[ 0.57449937  0.9164263   0.00000118  0.68077433  0.83602053 -0.06974246
  0.72487384  0.67345667 -0.09203017  0.66306955  0.55018783 -0.11139775
  0.56605315  0.48178178 -0.1287698   0.70138091  0.54314798 -0.05198843
  0.71687442  0.37051606 -0.107573    0.71054339  0.25403193 -0.14130989
  0.70593756  0.15233725 -0.1601539   0.59056312  0.54352099 -0.05795272
  0.53959489  0.35450685 -0.13785419  0.50247437  0.2180731  -0.18840408
  0.47353351  0.10702389 -0.20741661  0.49475092  0.59241718 -0.06873766
  0.46521807  0.53058201 -0.18467842  0.51227665  0.64989293 -0.19991983
  0.54523963  0.73418093 -0.17106493  0.41067135  0.66965699 -0.08199157
  0.3997896   0.61961234 -0.17001489  0.44418323  0.7070002  -0.16025276
  0.47302127  0.76861382 -0.1269765 ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0.]"
2921,"[ 0.79050112  0.77360106  0.0000003   0.74251485  0.60447776 -0.10510656
  0.648072    0.4943794  -0.13601921  0.51590252  0.44878197 -0.15411739
  0.41127634  0.43731421 -0.1613683   0.48245904  0.52416444 -0.01795729
  0.32268858  0.51618707 -0.06898943  0.22405532  0.51221645 -0.10579522
  0.13424745  0.5098297  -0.1315479   0.46712002  0.62723899  0.00580535
  0.33627015  0.62885237 -0.06988496  0.46851352  0.64748061 -0.09143457
  0.54319596  0.64198476 -0.0838447   0.47643453  0.71995759  0.01186359
  0.36436439  0.72890234 -0.07205341  0.49181089  0.72882891 -0.06357594
  0.55300522  0.70858997 -0.03372118  0.50410295  0.80396706  0.00755785
  0.42061603  0.8118763  -0.05116003  0.5053367   0.80268812 -0.04536632
  0.5548647   0.77744901 -0.0264207 ]","[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2922,"[ 0.58941656  0.75818741 -0.00000109  0.7141093   0.62488389 -0.07529297
  0.70258468  0.44948906 -0.10951847  0.57013881  0.34980708 -0.13581437
  0.44708809  0.28341606 -0.1510171   0.71181303  0.34248152 -0.03897204
  0.75825512  0.23242092 -0.12586756  0.74677968  0.33857515 -0.18366851
  0.72040135  0.44111314 -0.2122864   0.60785198  0.34509006 -0.03502695
  0.66215724  0.18499252 -0.12425786  0.66761506  0.32161367 -0.14951771
  0.65468609  0.44438586 -0.14478058  0.49810454  0.37474635 -0.0454877
  0.51866138  0.20049246 -0.1410045   0.57148004  0.32412568 -0.13107714
  0.5884766   0.43671849 -0.09982743  0.38844988  0.4421134  -0.06033415
  0.42689914  0.35348919 -0.14380416  0.49318111  0.448627   -0.13716172
  0.5172444   0.52926064 -0.11300292]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2923,"[ 0.315644    0.81626183  0.00000117  0.4509176   0.79542774 -0.02656198
  0.58069491  0.72767991 -0.07208066  0.70379102  0.71213102 -0.12493809
  0.81861639  0.72361273 -0.18148889  0.47464964  0.44929481 -0.06495258
  0.59781867  0.35343853 -0.1399885   0.7073487   0.34724301 -0.19696608
  0.80321419  0.36477327 -0.23650734  0.41688606  0.43634292 -0.10253061
  0.55726826  0.31436101 -0.17417821  0.69079155  0.31026715 -0.21911591
  0.79892218  0.34101543 -0.25008494  0.36249822  0.46005008 -0.14620432
  0.50113577  0.34077761 -0.21462849  0.6363641   0.32262352 -0.24969412
  0.75084096  0.3321746  -0.27170116  0.32261205  0.51696312 -0.19283567
  0.4314279   0.42913076 -0.25642028  0.53886008  0.39308271 -0.28669706
  0.6397332   0.38140514 -0.30618176]","[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2924,"[ 0.61366236  0.6982258   0.00000027  0.62148076  0.57540721 -0.10833023
  0.62986827  0.45434505 -0.22995314  0.60465121  0.3615149  -0.32525158
  0.54237872  0.32716891 -0.4191902   0.71299601  0.41579846 -0.40402067
  0.61211216  0.36869639 -0.56649053  0.5786851   0.41192609 -0.6495927
  0.5354166   0.44872582 -0.69582558  0.69773018  0.53545535 -0.39470345
  0.49523714  0.54731262 -0.54636264  0.55218166  0.59936595 -0.5521276
  0.63331926  0.60854638 -0.54860252  0.6807946   0.67636603 -0.3776347
  0.50368494  0.70442468 -0.50211298  0.59200525  0.7345472  -0.46817154
  0.6799475   0.71820021 -0.43032572  0.67030507  0.80471528 -0.36412984
  0.56680846  0.84856391 -0.43080577  0.63472611  0.87004822 -0.39994183
  0.71405262  0.84703493 -0.37350088]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1.]"
2925,"[ 0.56392646  0.9057346   0.00000109  0.68036354  0.79799306 -0.04763482
  0.71302831  0.64076132 -0.05945912  0.64745951  0.53695863 -0.07397401
  0.55030644  0.49270645 -0.08587924  0.67057014  0.52628076 -0.01821615
  0.66618538  0.36020124 -0.06237701  0.64663815  0.26190048 -0.08852287
  0.63168234  0.17334938 -0.10230106  0.57422584  0.52446973 -0.03310363
  0.56486738  0.33403692 -0.09956275  0.55267781  0.20910604 -0.14132757
  0.54356593  0.10421464 -0.15593968  0.48505989  0.56565237 -0.05354264
  0.4474349   0.48740989 -0.15818357  0.48925304  0.60675251 -0.17028452
  0.52274334  0.68639088 -0.14153889  0.39954177  0.63535297 -0.0750454
  0.37497294  0.57255733 -0.149179    0.42177349  0.65616131 -0.13501263
  0.45218065  0.7122761  -0.10293203]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0.]"
2926,"[ 0.81241238  0.67495501  0.00000058  0.78972596  0.56114757 -0.05603005
  0.68566024  0.44614291 -0.06572181  0.57637531  0.38618749 -0.07414856
  0.48827881  0.408438   -0.08160802  0.52951473  0.48263165 -0.02908713
  0.38759363  0.45507464 -0.06825435  0.29911667  0.44913429 -0.09549256
  0.21984282  0.44516838 -0.11275761  0.50522709  0.55442208 -0.03178209
  0.3486008   0.52789783 -0.08494388  0.24752361  0.50872189 -0.1249465
  0.15983593  0.49748218 -0.14600809  0.5114817   0.63578612 -0.04083015
  0.41783291  0.62637019 -0.12434071  0.51728976  0.62864387 -0.13808484
  0.59283358  0.63353038 -0.1215646   0.5357545   0.72324395 -0.05314165
  0.45002252  0.71247339 -0.11881023  0.51212138  0.70572358 -0.11710122
  0.56806457  0.70696008 -0.09914423]","[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2927,"[ 0.65257227  0.58633178 -0.00000008  0.67693341  0.49126625 -0.19416848
  0.66348326  0.44125423 -0.33983108  0.62024945  0.42371216 -0.44531548
  0.5696308   0.42587197 -0.55082995  0.55454993  0.48047084 -0.44938239
  0.61879802  0.47706994 -0.60522717  0.64934397  0.4721978  -0.68010569
  0.63248837  0.46197733 -0.72168022  0.54389393  0.60982412 -0.39862257
  0.63132125  0.66369772 -0.53827035  0.69875103  0.66308552 -0.56553656
  0.70712447  0.61060435 -0.58363771  0.56639689  0.73027247 -0.34710306
  0.65456486  0.80152178 -0.47125465  0.72968936  0.78059673 -0.47695765
  0.74141014  0.70752227 -0.47125074  0.60785514  0.83460796 -0.30626237
  0.68083739  0.90990895 -0.40132383  0.74161047  0.90314716 -0.41397715
  0.75719941  0.84458834 -0.41370219]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1.]"
2928,"[ 0.53955686  0.38567454 -0.00000054  0.51732832  0.42887762 -0.12374387
  0.45900938  0.46726966 -0.21219771  0.3954342   0.51951897 -0.28190079
  0.34450257  0.57508302 -0.34981397  0.42111051  0.2105718  -0.19515149
  0.57769305  0.2623325  -0.28486085  0.6150865   0.31330091 -0.3461324
  0.61064303  0.34273934 -0.38739485  0.46515477  0.14812919 -0.16998276
  0.62840277  0.21582243 -0.24389368  0.67100441  0.28409705 -0.27189398
  0.67566288  0.31560856 -0.29281664  0.5189662   0.12346176 -0.15167622
  0.66464913  0.18294041 -0.22340074  0.69890565  0.24703383 -0.2295911
  0.69547701  0.27746692 -0.22874266  0.57454157  0.12291071 -0.14360681
  0.68836761  0.15982302 -0.19433382  0.71455252  0.21489085 -0.19607043
  0.70938963  0.24523652 -0.19150664]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2929,"[ 0.72238684  0.76881838 -0.00000033  0.71465027  0.65410173 -0.12948301
  0.64618039  0.52119148 -0.14947084  0.52241743  0.45134991 -0.14881068
  0.42723614  0.4027639  -0.13356748  0.68225908  0.35469422 -0.02506239
  0.59679466  0.20812644 -0.09773771  0.49413228  0.1658577  -0.14681587
  0.40951988  0.16958372 -0.16908954  0.60942608  0.43565661  0.01433037
  0.47820309  0.38884693 -0.07280812  0.50450826  0.46028677 -0.11220966
  0.56119835  0.4917495  -0.11129826  0.55580413  0.52696997  0.03085153
  0.45178604  0.50285906 -0.07919556  0.50303358  0.57356477 -0.10827604
  0.55401623  0.57988548 -0.0916905   0.53225183  0.621207    0.03757492
  0.44979364  0.60705692 -0.05132265  0.49595121  0.65717524 -0.06848144
  0.55088574  0.67130566 -0.05453382]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0.]"
2930,"[ 0.76888382  0.8400625  -0.00000033  0.79751122  0.65949672 -0.13890865
  0.75512189  0.48493826 -0.28594276  0.67669052  0.40640059 -0.40872526
  0.6004625   0.42919081 -0.53356147  0.78195179  0.52008873 -0.42845502
  0.66582233  0.39428028 -0.58297533  0.60480702  0.40055194 -0.66118115
  0.5860616   0.42625684 -0.71398371  0.72868699  0.63734406 -0.42168021
  0.55333841  0.54681593 -0.56855422  0.51844835  0.48398945 -0.59519273
  0.55052662  0.48066318 -0.62682062  0.67126572  0.75190097 -0.408508
  0.51934165  0.66552043 -0.53801048  0.50878096  0.59188008 -0.52596974
  0.55813164  0.55951262 -0.52337283  0.62544233  0.84451985 -0.40273687
  0.51853812  0.76554084 -0.49847803  0.49673691  0.69960594 -0.49953049
  0.52656651  0.66172177 -0.50635964]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1.]"
2931,"[ 0.42192382  0.84515727 -0.00000008  0.51886827  0.80987465 -0.06815364
  0.62033057  0.75119984 -0.12000437  0.71589202  0.70633912 -0.16609654
  0.78502971  0.67266726 -0.20614409  0.58262712  0.54370123 -0.1036521
  0.57835162  0.37461048 -0.194296    0.5740748   0.2525031  -0.24970809
  0.55492467  0.15991065 -0.28520581  0.47122824  0.5632633  -0.09737796
  0.42728782  0.4864921  -0.18724366  0.43523723  0.63196099 -0.17828278
  0.46071649  0.697115   -0.15762335  0.37271106  0.60561639 -0.10116633
  0.33965313  0.56656653 -0.20103966  0.37621993  0.68449754 -0.15513131
  0.41117263  0.74578094 -0.10540819  0.29432067  0.65814847 -0.10991383
  0.26844051  0.63473701 -0.17879108  0.30455297  0.72971308 -0.14829749
  0.34234309  0.77124071 -0.11401121]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2932,"[ 0.75063324  0.75924957 -0.00000019  0.75550944  0.67740381 -0.14898852
  0.69039422  0.55527163 -0.19125237  0.56526303  0.48897398 -0.21118374
  0.46178237  0.4301703  -0.21741351  0.72143179  0.3581852  -0.07063912
  0.64576477  0.19775677 -0.15794389  0.5461489   0.16287689 -0.20757568
  0.46328759  0.17117907 -0.2307431   0.64841586  0.42772651 -0.03098316
  0.51467693  0.41152778 -0.14705957  0.54840875  0.50214517 -0.18842113
  0.61217171  0.52223003 -0.18270907  0.59480667  0.51601517 -0.01375898
  0.49782333  0.54084241 -0.15462592  0.55571973  0.62267089 -0.17612427
  0.61036962  0.61028063 -0.14629263  0.56934166  0.60187727 -0.00612974
  0.49769664  0.62312722 -0.11656236  0.54829311  0.68156803 -0.12710023
  0.6028204   0.68149114 -0.10173579]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0.]"
2933,"[ 0.31127495  0.78981298  0.00000098  0.45445681  0.76518112 -0.00434069
  0.57089806  0.68612468 -0.0374808   0.66515464  0.6455397  -0.08047695
  0.76902699  0.63729858 -0.12759672  0.47089034  0.4446885  -0.04586789
  0.5849303   0.36317164 -0.11091506  0.68751639  0.35654569 -0.1604156
  0.77650094  0.37378809 -0.19485882  0.41891176  0.44029751 -0.08674621
  0.56951046  0.34076083 -0.15208414  0.69164455  0.34205779 -0.19420485
  0.78750253  0.37164339 -0.22254084  0.3772071   0.46663615 -0.13062996
  0.52784503  0.36022493 -0.19211978  0.65231818  0.35329822 -0.22330248
  0.75094998  0.37255996 -0.24188003  0.35355499  0.52276504 -0.1749468
  0.47255507  0.44718695 -0.23009579  0.56915671  0.41669098 -0.25685069
  0.6516397   0.40853071 -0.27356461]","[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2934,"[ 0.79201418  0.80344224 -0.00000096  0.81915033  0.66519976 -0.03179951
  0.77879173  0.54043424 -0.05212903  0.67546564  0.47125581 -0.07122806
  0.57854873  0.4722482  -0.07977426  0.68566453  0.47790742 -0.04678075
  0.62410349  0.35099494 -0.09526028  0.66732377  0.41772681 -0.11184371
  0.69629878  0.4743163  -0.11600415  0.62052572  0.51964813 -0.0526409
  0.53344768  0.41650093 -0.10177377  0.60666394  0.48043373 -0.11118507
  0.64754128  0.49201828 -0.11398988  0.57128519  0.57651126 -0.06561725
  0.51416647  0.5166719  -0.11657877  0.62789041  0.5667643  -0.12762876
  0.7014901   0.59609383 -0.13093835  0.52474409  0.64162451 -0.07955996
  0.416006    0.59839296 -0.11124226  0.35132805  0.55606663 -0.12972689
  0.28135407  0.50645566 -0.14722298]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2935,"[ 0.5802834   0.91811359  0.00000152  0.68873513  0.87270653 -0.14446081
  0.7392773   0.73329604 -0.1867286   0.7010352   0.59334475 -0.20149645
  0.60535479  0.52778912 -0.2145399   0.69468874  0.56062853 -0.12226826
  0.72708839  0.40632194 -0.16048381  0.73853064  0.31958693 -0.19010201
  0.75191289  0.24676239 -0.21142825  0.59462655  0.54284817 -0.08303651
  0.58893943  0.3640056  -0.11285533  0.58617646  0.247076   -0.14302033
  0.58929133  0.15224215 -0.16250445  0.51054853  0.56966758 -0.05731563
  0.45474893  0.40333724 -0.11544269  0.42415091  0.30826443 -0.16830446
  0.40781116  0.23111442 -0.19912617  0.44099212  0.62867981 -0.04133199
  0.42268229  0.52915204 -0.10517269  0.43573344  0.55395222 -0.12867701
  0.44965485  0.59771687 -0.13889512]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0.]"
2936,"[ 0.64755827  0.88529998  0.00000113  0.76626539  0.78300279 -0.07637639
  0.78974366  0.61596674 -0.08816651  0.73016798  0.47470972 -0.09846074
  0.69737387  0.36413503 -0.10296469  0.73037547  0.4749333  -0.01127939
  0.72711539  0.29357463 -0.05078338  0.71272868  0.18595737 -0.07342241
  0.69979161  0.0915266  -0.0867518   0.63663411  0.48564783 -0.00655334
  0.59723729  0.29854858 -0.06545824  0.56656879  0.177458   -0.10315898
  0.54619718  0.07419479 -0.11850706  0.55482256  0.53552568 -0.01411116
  0.50815856  0.41862896 -0.11757044  0.54584062  0.52576047 -0.13475482
  0.57945657  0.60940248 -0.11137475  0.47609979  0.61026657 -0.02660284
  0.42405564  0.51917148 -0.11144999  0.46364254  0.56815422 -0.11871686
  0.50452542  0.61626345 -0.10124237]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2937,"[ 0.58564419  0.89089763  0.00000007  0.69483066  0.90133607 -0.05612426
  0.79182196  0.7917276  -0.10098087  0.76725376  0.71275067 -0.14612065
  0.66844964  0.70120364 -0.19301437  0.72173345  0.52317744 -0.07719436
  0.71201956  0.34048563 -0.14502563  0.71709472  0.21911085 -0.19304925
  0.70478368  0.12159467 -0.23101786  0.61846495  0.54984796 -0.09001797
  0.6325407   0.47279128 -0.18921088  0.67795837  0.63144433 -0.21204951
  0.67829859  0.7050283  -0.20879892  0.53100961  0.59584337 -0.10749453
  0.53862846  0.5168829  -0.20114687  0.60326004  0.65805376 -0.16680439
  0.60966158  0.72605526 -0.12553941  0.44035158  0.6585182  -0.13018973
  0.46779728  0.61879408 -0.19693866  0.52567327  0.71653354 -0.16830739
  0.53666389  0.75562274 -0.13497351]","[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2938,"[ 0.52073628  0.78643817 -0.00000088  0.63572395  0.66555256 -0.06423415
  0.65795416  0.49561849 -0.08698884  0.56212348  0.36315981 -0.10565768
  0.48497728  0.26785135 -0.11300295  0.69500422  0.424445   -0.01924779
  0.72238207  0.3008661  -0.10196909  0.67759198  0.3895928  -0.15215041
  0.64670223  0.48533517 -0.17143367  0.59641212  0.4234221  -0.01806955
  0.62490916  0.26088384 -0.09749007  0.5936569   0.35368904 -0.12405179
  0.57860315  0.44549802 -0.11834026  0.4961105   0.44806263 -0.03052109
  0.49195108  0.33332857 -0.1108477   0.50681889  0.445104   -0.10011054
  0.51683903  0.52176303 -0.06693623  0.39426318  0.49890479 -0.04759404
  0.40017971  0.41761085 -0.09782994  0.4337832   0.49383217 -0.07524505
  0.45316833  0.54484665 -0.04292859]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2939,"[ 0.57274514  0.92399478  0.00000144  0.67831427  0.8547858  -0.12428983
  0.71112609  0.70389658 -0.15204354  0.66129827  0.55583203 -0.15409963
  0.56990731  0.49092156 -0.153191    0.69002008  0.54228818 -0.08581177
  0.72467375  0.36860639 -0.11433981  0.7352888   0.26221883 -0.1384735
  0.74272144  0.16749534 -0.15766861  0.59076178  0.52824688 -0.05315431
  0.58200306  0.34485322 -0.07699754  0.57084107  0.23128533 -0.10377851
  0.56889117  0.13701114 -0.12060625  0.50316942  0.55289108 -0.03314245
  0.44514164  0.38390058 -0.09132558  0.40666133  0.28486449 -0.14338399
  0.38286749  0.20089212 -0.17328016  0.42874712  0.61281031 -0.02125914
  0.39691538  0.51373559 -0.08660755  0.410411    0.56178731 -0.10575711
  0.42748323  0.62404084 -0.11175759]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0.]"
2940,"[ 0.8349334   0.30457127  0.0000002   0.80885679  0.2456314  -0.02213039
  0.80264276  0.18921034 -0.02345296  0.8043797   0.14375472 -0.02286188
  0.80309677  0.11148559 -0.02062656  0.83004063  0.16809008  0.03524921
  0.82076144  0.13260099  0.04534571  0.81704193  0.12216611  0.04243452
  0.81534231  0.12359008  0.04006124  0.85660344  0.18769014  0.04838564
  0.85194898  0.15488714  0.06664559  0.85235888  0.14460917  0.06055292
  0.85555148  0.13976943  0.05294028  0.87610734  0.2094176   0.05679421
  0.87725598  0.18060963  0.06931047  0.88096309  0.16895886  0.06774937
  0.88750595  0.16350998  0.06397916  0.89264148  0.23365229  0.06267622
  0.90258253  0.20232658  0.07418657  0.9093346   0.18997683  0.08014145
  0.91551352  0.18243016  0.08309983]","[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2941,"[ 0.58252609  0.81913292 -0.00000069  0.68280095  0.72812414 -0.07005036
  0.69738066  0.54731774 -0.08876086  0.58676308  0.45178977 -0.10438549
  0.47533211  0.40490413 -0.10980787  0.69004017  0.41457066  0.00127729
  0.69771063  0.29232997 -0.08265807  0.7036615   0.3811762  -0.14043051
  0.70471787  0.49110001 -0.16447568  0.58544821  0.43046474  0.00531695
  0.57775867  0.28462172 -0.08570798  0.6051051   0.40945369 -0.12988973
  0.63172609  0.5218994  -0.13173322  0.49378291  0.47195831 -0.00750426
  0.48316288  0.31674919 -0.10693587  0.52586424  0.44092506 -0.12148301
  0.55374777  0.53868955 -0.10104648  0.4086628   0.54125571 -0.02462928
  0.43447232  0.47421655 -0.11120275  0.47574013  0.56399053 -0.12151244
  0.49641466  0.63072491 -0.10609504]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2942,"[ 0.8095634   0.67962581 -0.00000091  0.83232629  0.49619293 -0.02734202
  0.75756502  0.31533039 -0.02104814  0.65787899  0.19620019 -0.02591872
  0.54932761  0.16386844 -0.02377049  0.60060388  0.33807331  0.05903114
  0.54178858  0.25031441 -0.00934073  0.61708933  0.30732793 -0.05080189
  0.6840843   0.37213296 -0.05351827  0.54689318  0.39668873  0.05134234
  0.48599538  0.310844   -0.04555626  0.59831822  0.38443682 -0.09527569
  0.68198556  0.45946017 -0.09355247  0.49474734  0.46237054  0.02982105
  0.42203796  0.37501124 -0.06092169  0.54451925  0.43671724 -0.07813306
  0.63846421  0.50312459 -0.05022588  0.441717    0.53904229  0.00658719
  0.32979989  0.43384978 -0.02736762  0.26711959  0.35936221 -0.03144841
  0.20750758  0.29124406 -0.01835717]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
